Name,Genre,ESRB_Rating,Platform,Publisher,Score,Sales,Year
Tomb Raider III: Adventures of Lara Croft,Adventure,T,PS,Eidos Interactive,8.2,3.54,1998
Batman: Arkham Asylum,Action,T,X360,Eidos Interactive,9.1,3.54,2009
Assassin's Creed: Brotherhood,Action,M,X360,Ubisoft,9.1,3.53,2010
LEGO Star Wars: The Video Game,Action,E,PS2,Eidos Interactive,7.9,3.53,2005
Resident Evil 5,Action,M,X360,Capcom,8.6,3.53,2009
NBA 2K17,Sports,E,PS4,2K Sports,9,3.52,2016
FIFA Soccer 11,Sports,E,X360,EA Sports,8.7,3.52,2010
Spyro 2: Ripto's Rage!,Platform,E,PS,Sony Computer Entertainment,8.7,3.52,1999
Left 4 Dead,Shooter,M,X360,Valve Corporation,8.7,3.52,2008
Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform,E,SNES,Nintendo,8.8,3.51,1996
Fable II,Role-Playing,M,X360,Microsoft Game Studios,9,3.5,2008
Resident Evil 3: Nemesis,Action,M,PS,Capcom,9.4,3.5,1999
World of Warcraft: The Burning Crusade,MMO,T,PC,Blizzard Entertainment,9.2,3.5,2007
FIFA Soccer 2004,Sports,E,PS2,EA Sports,8,3.49,2003
Pokemon Mystery Dungeon: Blue Rescue Team,Role-Playing,E,DS,Nintendo,6.3,3.49,2006
Battlefield: Bad Company 2,Shooter,M,X360,Electronic Arts,9,3.48,2010
Borderlands,Shooter,M,X360,2K Games,8.3,3.48,2009
Mario & Sonic at the Olympic Winter Games,Sports,E,DS,Sega,7.6,3.47,2009
Guitar Hero: On Tour,Misc,E10,DS,Activision,7.1,3.46,2008
LEGO Batman: The Videogame,Adventure,E10,X360,Warner Bros. Interactive,7.5,3.44,2008
Tekken 4,Fighting,T,PS2,Namco,7.9,3.44,2002
LittleBigPlanet 2,Platform,E,PS3,Sony Computer Entertainment,9.1,3.43,2011
Grand Theft Auto 2,Action,,PS,Rockstar Games,6.9,3.42,1999
Destiny,Shooter,T,XOne,Activision,8.3,3.41,2014
Spider-Man 2,Action,T,PS2,Activision,7.9,3.41,2004
Crash Bash,Misc,E,PS,Sony Computer Entertainment,6.8,3.39,2000
Tekken: Dark Resurrection,Fighting,T,PSP,Namco Bandai,8.7,3.37,2006
The Elder Scrolls V: Skyrim Special Edition,Role-Playing,M,PS4,Bethesda Softworks,8.3,3.36,2016
The Legend of Zelda: Majora's Mask,Adventure,E,N64,Nintendo,9.3,3.36,2000
Yoshi's Island DS,Platform,E,DS,Nintendo,8.2,3.36,2006
Assassin's Creed IV: Black Flag,Action-Adventure,M,X360,Ubisoft,8.5,3.34,2013
NBA 2K18,Sports,E10,PS4,2K Sports,8.1,3.34,2017
Big Brain Academy: Wii Degree,Misc,E,Wii,Nintendo,7.1,3.34,2007
Luigi's Mansion,Action,E,GC,Nintendo,7.9,3.33,2001
Animal Crossing: Happy Home Designer,Simulation,E,3DS,Nintendo,6.6,3.32,2015
Max Payne,Shooter,M,PS2,Rockstar Games,8.1,3.31,2001
Madden NFL 16,Sports,E,PS4,EA Sports,8.2,3.3,2015
The Lord of the Rings: The Return of the King,Action,T,PS2,Electronic Arts,8.4,3.28,2003
Half-Life 2: Episode Two,Shooter,M,PC,Valve Software,9.1,3.28,2007
Madden NFL 17,Sports,E,PS4,EA Sports,8.5,3.28,2016
God of War: Chains of Olympus,Action,M,PSP,Sony Computer Entertainment,8.9,3.26,2008
FIFA 16,Sports,E,XOne,EA Sports,8.5,3.25,2015
Tekken,Fighting,T,PS,Namco,8.3,3.24,1995
Flash Focus: Vision Training in Minutes a Day,Misc,E,DS,Nintendo,6.1,3.23,2007
007: Tomorrow Never Dies,Shooter,T,PS,Electronic Arts,6.2,3.21,1999
L.A. Noire,Adventure,M,PS3,Rockstar Games,9.1,3.21,2011
WWF SmackDown! 2: Know Your Role,Fighting,T,PS,THQ,8.7,3.2,2000
Assassin's Creed IV: Black Flag,Action-Adventure,M,PS4,Ubisoft,8.3,3.19,2013
Personal Trainer: Cooking,Misc,E,DS,Nintendo,8.4,3.18,2008
Assassin's Creed Odyssey,Action-Adventure,M,PS4,Ubisoft,9.5,3.18,2018
Fallout: New Vegas,Role-Playing,M,PS3,Bethesda Softworks,8.2,3.17,2010
Ace Combat 04: Shattered Skies,Simulation,E,PS2,Namco,8.9,3.17,2001
Sonic Heroes,Platform,E,PS2,Sega,6.6,3.16,2004
Club Penguin: Elite Penguin Force,Adventure,E,DS,Disney Interactive Studios,7,3.14,2008
FIFA 18,Sports,E,XOne,EA Sports,8,3.14,2017
The Elder Scrolls IV: Oblivion,Role-Playing,M,PS3,Bethesda Softworks,9.3,3.12,2007
Star Wars Episode I Racer,Racing,E,N64,LucasArts,8.7,3.12,1999
Tekken 6,Fighting,T,PS3,Namco Bandai,7.9,3.12,2009
Tom Clancy's Ghost Recon Wildlands,Shooter,M,PS4,Ubisoft,7,3.12,2017
NBA 2K13,Sports,E,X360,2K Sports,8.6,3.11,2012
Mario Party 9,Party,E,Wii,Nintendo,6.5,3.11,2012
Mass Effect 2,Role-Playing,M,X360,Electronic Arts,9.5,3.1,2010
LEGO Batman: The Videogame,Adventure,E10,Wii,Warner Bros. Interactive,7.3,3.08,2008
Saints Row 2,Action,M,X360,THQ,7.9,3.07,2008
Call of Duty: Ghosts,Shooter,M,XOne,Activision,7.5,3.07,2013
Heavy Rain,Adventure,M,PS3,Sony Computer Entertainment,8.8,3.06,2010
LEGO Batman: The Videogame,Adventure,E10,DS,Warner Bros. Interactive,7.8,3.06,2008
Kung Fu Panda,Platform,E10,X360,Activision,7.5,3.05,2008
New Super Luigi U,Action,E,WiiU,Nintendo,7.8,3.04,2013
Rhythm Heaven,Music,E,DS,Nintendo,8.5,3.04,2009
Rayman,Platform,E,PS,Ubisoft,7,3.03,1995
Tom Clancy's Splinter Cell,Action,T,XB,Ubisoft,9.3,3.02,2002
Professor Layton and the Unwound Future,Adventure,E10,DS,Nintendo,8.4,3.02,2010
Disney Epic Mickey,Platform,E,Wii,Disney Interactive Studios,7,3.02,2010
Killzone 2,Shooter,M,PS3,Sony Computer Entertainment,9.1,3.02,2009
Crysis,Shooter,M,PC,Electronic Arts,9.2,3,2007
Fable,Role-Playing,M,XB,Microsoft Game Studios,8.6,3,2004
Gears of War 3,Shooter,M,X360,Microsoft Studios,9.1,3,2011
Kinect Sports,Sports,E10,X360,Microsoft Game Studios,7.4,3,2010
Sonic and the Secret Rings,Platform,E,Wii,Sega,6.7,3,2007
Sonic Rush,Platform,E,DS,Sega,7.8,3,2005
The Legend of Zelda: Majora's Mask 3D,Action-Adventure,E10,3DS,Nintendo,9,3,2015
Warcraft II: Tides of Darkness,Strategy,T,PC,Blizzard Entertainment,9.3,3,1996
WWE SmackDown! vs. Raw 2006,Fighting,T,PS2,THQ,8.4,3,2005
Kirby Super Star Ultra,Platform,E,DS,Nintendo,7.3,2.99,2008
inFAMOUS,Action,T,PS3,Sony Computer Entertainment,8.7,2.99,2009
Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,E,DS,Nintendo,7.8,2.98,2010
Style Savvy,Simulation,E,DS,Nintendo,7.6,2.98,2009
Super Meat Boy,Platform,T,PC,Unknown,9.2,2.97,2010
Star Wars: The Old Republic,Role-Playing,T,PC,Electronic Arts,8.4,2.97,2011
The Legend of Zelda: Spirit Tracks,Adventure,E10,DS,Nintendo,8.7,2.96,2009
Battlefield: Bad Company 2,Shooter,M,PS3,Electronic Arts,8.9,2.96,2010
Street Fighter IV,Fighting,T,X360,Capcom,9.3,2.95,2009
Wave Race 64,Racing,E,N64,Nintendo,9.2,2.94,1996
Pokemon Ranger,Role-Playing,E,DS,Nintendo,6.6,2.93,2006
Super Mario Maker,Platform,E,3DS,Nintendo,7.3,2.93,2016
Madden NFL 13,Sports,E,X360,EA Sports,8,2.93,2012
Mass Effect,Role-Playing,M,X360,Microsoft Game Studios,9.2,2.91,2007
FIFA 15,Sports,E,X360,EA Sports,6.9,2.91,2014
Final Fantasy III,Role-Playing,,SNES,Square,9.1,2.9,1994
Mortal Kombat (2011),Fighting,M,PS3,Warner Bros. Interactive Entertainment,8.5,2.9,2011
World Soccer Winning Eleven 7 International,Sports,E,PS2,Konami,9.2,2.9,2004
Sega Superstars Tennis,Sports,E10,X360,Sega,6.9,2.89,2008
Cooking Mama: Cook Off,Simulation,E,Wii,Majesco,5.9,2.89,2007
Syphon Filter,Shooter,T,PS,989 Studios,9.2,2.88,1999
Imagine: Babyz,Simulation,,DS,Ubisoft,3.5,2.87,2007
Mafia III,Action-Adventure,M,PS4,2K Games,6.9,2.87,2016
Colin McRae Rally,Racing,E,PS,Sony Computer Entertainment,7.9,2.87,2000
1-2-Switch,Party,E10,NS,Nintendo,5.7,2.86,2017
Wii Music,Music,E,Wii,Nintendo,5.6,2.86,2008
Yokai Watch,Role-Playing,E10,3DS,Nintendo,7.7,2.86,2015
The Elder Scrolls III: Morrowind,Role-Playing,T,XB,Bethesda Softworks,8.2,2.86,2002
Assassin's Creed: Brotherhood,Action,M,PS3,Ubisoft,9.1,2.85,2010
Command & Conquer: Red Alert,Strategy,T,PC,Virgin Interactive,9.3,2.85,1996
Metroid Prime,Shooter,T,GC,Nintendo,9.6,2.84,2002
Madden NFL 10,Sports,E,X360,EA Sports,8.6,2.83,2009
BioShock,Shooter,M,X360,2K Games,9.6,2.83,2007
Finding Nemo,Platform,E,GBA,THQ,7,2.82,2003
Medal of Honor,Shooter,M,PS3,Electronic Arts,7,2.82,2010
The Legend of Zelda: A Link to the Past,Adventure,E,GBA,Nintendo,9.6,2.82,2002
Gran Turismo (PSP),Racing,E,PSN,Sony Computer Entertainment,7.8,2.82,2009
Need for Speed: Hot Pursuit,Racing,E10,PS3,Electronic Arts,8.9,2.81,2010
Imagine: Fashion Designer,Simulation,E,DS,Ubisoft,3,2.81,2007
Killzone 3,Shooter,M,PS3,Sony Computer Entertainment,8.2,2.81,2011
Tekken 5,Fighting,T,PS2,Namco,9,2.8,2005
Skylanders: Spyro's Adventure,Action,E10,Wii,Activision,8,2.79,2011
A Bug's Life,Platform,E,PS,Sony Computer Entertainment,3.6,2.79,1998
Ratchet & Clank: Going Commando,Platform,T,PS2,Sony Computer Entertainment,8.7,2.78,2003
Star Wars: The Force Unleashed,Action,T,X360,LucasArts,7.1,2.77,2008
Saints Row: The Third,Action,M,X360,THQ,8.3,2.77,2011
Battlefield 3,Shooter,M,PC,Electronic Arts,8.9,2.76,2011
Resident Evil,Action,M,PS,Capcom,8.6,2.75,1996
Tetris DS,Puzzle,E,DS,Nintendo,8.5,2.74,2006
L.A. Noire,Adventure,M,X360,Rockstar Games,9.1,2.73,2011
Far Cry: Primal,Action-Adventure,M,PS4,Ubisoft,7.2,2.73,2016
"Pokemon: Let's Go, Eevee!",Role-Playing,E,NS,Nintendo,8.3,2.73,2018
Overwatch,Shooter,T,XOne,Blizzard Entertainment,8.7,2.72,2016
Need for Speed (2015),Racing,T,PS4,Electronic Arts,7,2.72,2015
Madden NFL 13,Sports,E,PS3,EA Sports,8.3,2.71,2012
Skate 3,Sports,T,X360,EA Sports,8.3,2.71,2010
Madden NFL 12,Sports,E,X360,EA Sports,7.8,2.7,2011
Mario Party,Misc,E,N64,Nintendo,7.6,2.7,1999
Call of Duty 3,Shooter,T,X360,Activision,8,2.7,2006
LEGO Star Wars II: The Original Trilogy,Action,E10,PS2,LucasArts,8.4,2.69,2006
Madden NFL 11,Sports,E,X360,EA Sports,8.3,2.69,2010
Burnout 3: Takedown,Racing,T,PS2,Electronic Arts,9.3,2.68,2004
Mario Party: Island Tour,Party,E,3DS,Nintendo,5.5,2.68,2013
Halo Wars,Strategy,T,X360,Microsoft Game Studios,8.1,2.67,2009
Call of Duty 2: Big Red One,Shooter,T,PS2,Activision,8.5,2.67,2005
Medal of Honor,Shooter,T,PS,Electronic Arts,9.3,2.67,1999
Guitar Hero: World Tour,Misc,T,X360,Activision,8.6,2.66,2008
Medal of Honor Heroes,Shooter,T,PSP,Electronic Arts,6.7,2.66,2006
Hannah Montana,Action,E,DS,Buena Vista,6.5,2.65,2006
Need for Speed: Shift,Racing,E,PS3,Electronic Arts,8.2,2.65,2009
Medal of Honor,Shooter,M,X360,Electronic Arts,7.3,2.64,2010
NBA 2K12,Sports,E,X360,2K Sports,9.1,2.64,2011
NBA 2K13,Sports,E,PS3,2K Sports,8.9,2.63,2012
Madden NFL 18,Sports,E,PS4,EA Sports,8.2,2.62,2017
FIFA Soccer 10,Sports,E,X360,EA Sports,8.9,2.62,2009
LittleBigPlanet,Platform,E,PSP,Sony Computer Entertainment,8.8,2.61,2009
Mario Strikers Charged,Sports,E10,Wii,Nintendo,7.7,2.6,2007
Monster Hunter 3G,Role-Playing,T,3DS,Capcom,7.6,2.6,2013
Grand Theft Auto: Episodes from Liberty City,Adventure,M,X360,Rockstar Games,9,2.6,2009
Mario + Rabbids: Kingdom Battle,Strategy,E10,NS,Ubisoft,8.3,2.59,2017
FIFA Soccer 09,Sports,E,PS3,Electronic Arts,8.6,2.59,2008
Mario & Luigi: Dream Team,Role-Playing,E10,3DS,Nintendo,8,2.58,2013
Bastion,Role-Playing,E10,PC,Warner Bros. Interactive Entertainment,8.5,2.58,2011
WWE SmackDown vs. RAW 2007,Fighting,T,PS2,THQ,8,2.58,2006
Ratchet & Clank: Up Your Arsenal,Platform,T,PS2,Sony Computer Entertainment,9.1,2.57,2004
Clubhouse Games,Misc,E,DS,Nintendo,8.3,2.57,2006
Ratchet & Clank Future: Tools of Destruction,Platform,E10,PS3,Sony Computer Entertainment,8.9,2.57,2007
Dragon Age: Origins,Role-Playing,M,X360,Electronic Arts,8.5,2.56,2009
FIFA 16,Sports,E,PS3,EA Sports,9,2.55,2015
Pokemon Stadium 2,Strategy,E,N64,Nintendo,7.9,2.54,2001
Madden NFL 09,Sports,E,X360,EA Sports,8.5,2.54,2008
Mario Tennis Aces,Sports,E,NS,Nintendo,7.8,2.53,2018
Crazy Taxi,Racing,T,PS2,Acclaim Entertainment,8.2,2.52,2001
Perfect Dark,Shooter,M,N64,Rare,9.7,2.52,2000
Tomb Raider (2013),Action,M,PS3,Square Enix,8.9,2.51,2013
Midnight Club: Los Angeles,Racing,T,PS3,Rockstar Games,8.3,2.5,2008
Marvel: Ultimate Alliance,Role-Playing,T,X360,Activision,8.3,2.5,2006
Crisis Core: Final Fantasy VII,Role-Playing,T,PSP,Square Enix,8.1,2.5,2008
Dance Central,Music,T,X360,MTV Games,8.4,2.5,2010
Diablo,Role-Playing,M,PC,Blizzard Entertainment,8.7,2.5,1996
Far Cry,Shooter,M,PC,Ubisoft,8.6,2.5,2004
Final Fantasy Tactics,Role-Playing,T,PS,Sony Computer Entertainment,8.8,2.5,1998
Forza Horizon 3,Racing,E,XOne,Microsoft Studios,9,2.5,2016
Warcraft III: The Frozen Throne,Strategy,T,PC,Blizzard Entertainment,9.2,2.5,2003
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,M,XB,Rockstar Games,9.8,2.49,2003
Game Party,Misc,E,Wii,Midway Games,2.6,2.49,2007
Mortal Kombat: Deadly Alliance,Fighting,M,PS2,Midway Games,8.2,2.49,2002
Dungeon Defenders,Role-Playing,E10,PC,Trendy Entertainment,8.3,2.48,2011
Saints Row: The Third,Action,M,PS3,THQ,8.3,2.48,2011
Pure,Racing,E,X360,Disney Interactive Studios,8.3,2.47,2008
Rock Band,Misc,T,X360,MTV Games,9.1,2.47,2007
WarioWare Touched!,Puzzle,E,DS,Nintendo,7.8,2.47,2005
Resistance 2,Shooter,M,PS3,Sony Computer Entertainment,8.5,2.47,2008
Batman: Arkham City,Action,T,PC,Warner Bros. Interactive,9,2.47,2011
Madden NFL 16,Sports,E,XOne,EA Sports,8.4,2.47,2015
Mario Party 4,Misc,E,GC,Nintendo,7,2.46,2002
LEGO Harry Potter: Years 1-4,Adventure,E10,Wii,Warner Bros. Interactive,7.9,2.45,2010
Madden NFL 17,Sports,E,XOne,EA Sports,8.1,2.44,2016
Twisted Metal 2,Racing,T,PS,Sony Computer Entertainment,8.7,2.44,1996
Need for Speed Carbon: Own the City,Racing,E10,PSP,Electronic Arts,7.4,2.42,2006
Donkey Kong Country Returns 3D,Platform,E,3DS,Nintendo,8.6,2.42,2013
Kirby Star Allies,Platform,E10,NS,Nintendo,8.1,2.42,2018
Sonic Adventure,Platform,E,DC,Sega,8.9,2.42,1999
Tom Clancy's Rainbow Six: Vegas 2,Shooter,M,X360,Ubisoft,8.2,2.42,2008
God of War Collection,Action,M,PS3,Sony Computer Entertainment,9.2,2.42,2009
Kinect: Disneyland Adventures,Action-Adventure,E10,X360,Microsoft Studios,8.5,2.41,2011
Pro Evolution Soccer 2011,Sports,E,PS3,Konami,6,2.41,2010
ATV Offroad Fury,Racing,E,PS2,Sony Computer Entertainment,8.4,2.41,2001
Pokemon Colosseum,Role-Playing,E,GC,Nintendo,7,2.41,2004
NBA 2K16,Sports,E10,XOne,2K Sports,8.3,2.41,2015
Halo: Combat Evolved Anniversary,Shooter,M,X360,Microsoft Studios,8,2.41,2011
Midnight Club: Los Angeles,Racing,T,X360,Rockstar Games,8,2.4,2008
Dino Crisis,Action,M,PS,Capcom,8.9,2.4,1999
Final Fantasy V,Role-Playing,,SNES,Square,7.5,2.4,1992
Monster Hunter Freedom 2,Role-Playing,T,PSP,Capcom,7.6,2.4,2007
Theme Hospital,Strategy,E,PC,Electronic Arts,5.5,2.4,1997
Madden NFL 11,Sports,E,PS3,EA Sports,8.4,2.4,2010
Frogger's Adventures: Temple of the Frog,Adventure,E,GBA,Konami,6.7,2.39,2001
Mario & Sonic at the London 2012 Olympic Games,Sports,E,Wii,Sega,6.8,2.39,2011
Guitar Hero,Misc,T,PS2,RedOctane,8,2.38,2005
Dead Island,Action,M,X360,Deep Silver,7,2.38,2011
Madden NFL 08,Sports,E,X360,EA Sports,8.7,2.37,2007
The Incredibles,Action,T,PS2,THQ,5.9,2.37,2004
Kirby: Triple Deluxe,Platform,E,3DS,Nintendo,7.8,2.37,2014
Madden NFL 10,Sports,E,PS3,EA Sports,8.5,2.37,2009
Sonic's Ultimate Genesis Collection,Misc,E10,PS3,Sega,8.1,2.36,2009
Sleeping Dogs,Action-Adventure,M,PC,Square Enix,8.5,2.36,2012
Pokemon Ranger: Shadows of Almia,Role-Playing,E,DS,Nintendo,6.7,2.35,2008
WarioWare: Smooth Moves,Puzzle,E,Wii,Nintendo,8.2,2.35,2007
LEGO Indiana Jones: The Original Adventures,Adventure,E10,Wii,LucasArts,7.8,2.35,2008
Kinect Sports: Season Two,Sports,E10,X360,Microsoft Studios,6.6,2.33,2011
Madden NFL 25,Sports,E,X360,EA Sports,7.8,2.33,2013
Art Academy,Misc,E,DS,Nintendo,6.8,2.33,2010
My Fitness Coach,Sports,E,Wii,Ubisoft,7.1,2.32,2008
Assassin's Creed IV: Black Flag,Action,M,XOne,Ubisoft,8.3,2.32,2013
Mario Super Sluggers,Sports,E,Wii,Nintendo,6.7,2.32,2008
Mario Tennis,Sports,E,N64,Nintendo,8.8,2.32,2000
Grand Theft Auto,Action,M,PS,Take-Two Interactive,6,2.32,1998
Mafia II,Action,M,PC,2K Games,7.6,2.31,2010
The Sims 3,Simulation,T,X360,Electronic Arts,8,2.31,2010
LEGO Star Wars: The Complete Saga,Action,E10,PS3,LucasArts,8,2.31,2007
"Papers, Please",Puzzle,,PC,3909 LLC,8.4,2.31,2013
Chrono Trigger,Role-Playing,E,SNES,Square,8.8,2.3,1995
Final Fantasy III,Role-Playing,E10,DS,Square Enix,7.4,2.3,2006
Resident Evil 4,Action,M,PS2,Capcom,9.6,2.3,2005
LEGO Harry Potter: Years 1-4,Adventure,E10,DS,Warner Bros. Interactive,8,2.29,2010
Dead Island,Action,M,PS3,Deep Silver,6.7,2.29,2011
Tomb Raider II,Adventure,,PC,Eidos Interactive,8.2,2.29,1997
Pro Evolution Soccer 2010,Sports,E,PS3,Konami,7,2.28,2009
The Legend of Zelda: The Wind Waker,Action-Adventure,E10,WiiU,Nintendo,9.3,2.28,2013
Animal Crossing,Simulation,E,GC,Nintendo,8.3,2.27,2002
Classic NES Series: Super Mario Bros.,Platform,E,GBA,Nintendo,8.3,2.27,2004
Kirby Squeak Squad,Platform,E,DS,Nintendo,7.3,2.27,2006
Madden NFL 12,Sports,E,PS3,EA Sports,7.8,2.27,2011
No Man's Sky,Action-Adventure,T,PS4,Hello Games,6.8,2.26,2016
Guitar Hero III: Legends of Rock,Misc,T,PS3,RedOctane,8.2,2.25,2007
Call of Duty 3,Shooter,T,Wii,Activision,6.8,2.24,2006
Batman: Arkham Asylum,Action,T,PC,Eidos Interactive,9.3,2.24,2009
Fire Emblem: Awakening,Role-Playing,T,3DS,Nintendo,9,2.24,2013
Super Mario All-Stars: Limited Edition,Platform,E,Wii,Nintendo,7.2,2.24,2010
Prince of Persia: The Sands of Time,Adventure,T,PS2,Ubisoft,9,2.22,2003
Star Wars: The Force Unleashed,Action,T,PS3,LucasArts,6.8,2.22,2008
The Legend of Zelda: Link's Awakening DX,Adventure,E,GBC,Nintendo,9.4,2.22,1998
Guitar Hero II,Misc,T,X360,RedOctane,9.2,2.21,2007
Need for Speed: Hot Pursuit,Racing,E10,X360,Electronic Arts,8.8,2.2,2010
Rock Band 2,Misc,T,X360,MTV Games,9.2,2.2,2008
BioShock 2,Shooter,M,X360,2K Games,8.6,2.2,2010
High School Musical: Makin' the Cut!,Puzzle,E,DS,Disney Interactive Studios,7.3,2.2,2007
Final Fantasy XIII,Role-Playing,T,X360,Square Enix,8.1,2.19,2010
FIFA 15,Sports,E,XOne,EA Sports,7.9,2.19,2014
Star Wars: Knights of the Old Republic,Role-Playing,T,XB,LucasArts,9.4,2.19,2003
Donkey Kong Country,Platform,E,GBC,Nintendo,9.1,2.19,2000
Mario Party 10,Misc,E,WiiU,Nintendo,6.3,2.19,2015
Pro Evolution Soccer 2012,Sports,E,PS3,Konami,7.5,2.19,2011
Saints Row,Action,M,X360,THQ,8,2.18,2006
Need for Speed: Payback,Racing,T,PS4,Electronic Arts,5.8,2.18,2017
ATV Offroad Fury 2,Racing,E,PS2,Sony Computer Entertainment,8.7,2.18,2002
Mario Party 5,Misc,E,GC,Nintendo,5.9,2.17,2003
Star Wars: Rogue Squadron,Simulation,T,N64,LucasArts,9,2.17,1998
Scribblenauts,Puzzle,E10,DS,Warner Bros. Interactive,8.2,2.17,2009
Devil May Cry,Action,M,PS2,Capcom,9.1,2.16,2001
Your Shape featuring Jenny McCarthy,Sports,E,Wii,Ubisoft,6,2.16,2009
Mario & Luigi: Superstar Saga,Role-Playing,E,GBA,Nintendo,8.8,2.15,2003
Mario & Sonic at the Olympic Games,Sports,E,Wii,Sega,7.2,2.14,2007
SimCity 2000,Simulation,E,PC,Maxis,8,2.14,1993
Call of Duty: Roads to Victory,Shooter,T,PSP,Activision,6.1,2.14,2007
NBA 2K12,Sports,E,PS3,2K Sports,9,2.13,2011
Borderlands,Shooter,M,PS3,2K Games,8.2,2.12,2009
Mortal Kombat (2011),Fighting,M,X360,Warner Bros. Interactive Entertainment,8.6,2.12,2011
Project Gotham Racing,Racing,E,XB,Microsoft,8.4,2.12,2001
NBA 2K11,Sports,E,X360,2K Sports,8.8,2.11,2010
Tony Hawk's Pro Skater,Sports,E,N64,Activision,9.3,2.11,2000
PES 2009: Pro Evolution Soccer,Sports,E,PS3,Konami,7.7,2.11,2008
Need for Speed: Hot Pursuit 2,Racing,E,PS2,Electronic Arts,8.7,2.11,2002
ARMS,Fighting,E10,NS,Nintendo,7.9,2.1,2017
Killzone: Shadow Fall,Shooter,M,PS4,Sony Computer Entertainment,9,2.1,2013
Kirby: Nightmare in Dream Land,Platform,E,GBA,Nintendo,8.1,2.1,2002
Onimusha 2: Samurai's Destiny,Adventure,M,PS2,Capcom,8.5,2.1,2002
Need for Speed: Most Wanted 5-1-0,Racing,E10,PSP,Electronic Arts,7.4,2.09,2005
Grand Theft Auto: Episodes from Liberty City,Adventure,M,PS3,Rockstar Games,9,2.09,2010
Sim Theme Park,Strategy,E,PC,Electronic Arts,8.1,2.08,1999
Rock Band,Misc,T,Wii,MTV Games,8.2,2.08,2008
Portal 2,Shooter,E10,X360,Valve,9.6,2.08,2011
Donkey Kong Country: Tropical Freeze,Platform,E,NS,Nintendo,9.1,2.08,2018
Mario Party 7,Misc,E,GC,Nintendo,6,2.08,2005
Metal Gear Solid: Peace Walker,Action,T,PSP,Konami,8.6,2.08,2010
The Sims 2: Pets,Simulation,E,DS,Electronic Arts,4.8,2.07,2006
UFC 2009 Undisputed,Fighting,T,X360,THQ,8.4,2.07,2009
Professor Layton and the Last Specter,Adventure,E10,DS,Nintendo,8.4,2.06,2011
The Incredibles,Action,E,GBA,THQ,5.4,2.06,2004
Call of Duty 2,Shooter,T,X360,Activision,8.8,2.06,2005
R4: Ridge Racer Type 4,Racing,E,PS,Namco,9.1,2.06,1999
Tom Clancy's Splinter Cell: Conviction,Action,M,X360,Ubisoft,8.6,2.06,2010
Need for Speed: Undercover,Racing,T,PS3,Electronic Arts,5.9,2.06,2008
Need for Speed: ProStreet,Racing,E10,X360,Electronic Arts,7.1,2.05,2007
Mortal Kombat vs DC Universe,Fighting,T,PS3,Midway Games,7.6,2.05,2008
Dark Souls,Role-Playing,M,PS3,Namco Bandai,9,2.05,2011
Need for Speed: ProStreet,Racing,E10,PS3,Electronic Arts,7.2,2.04,2007
Madden NFL 25,Sports,E,PS3,Electronic Arts,7.5,2.04,2013
Dead or Alive 3,Fighting,T,XB,Tecmo,8.3,2.04,2001
PGR4 - Project Gotham Racing 4,Racing,E,X360,Microsoft Game Studios,8.6,2.04,2007
Dance Central 2,Music,T,X360,Microsoft,8.6,2.04,2011
Dragon Quest XI: Echoes of an Elusive Age,Role-Playing,T,PS4,Square Enix,10,2.04,2018
NBA 2K17,Sports,E,XOne,2K Sports,8.8,2.04,2016
1080: TenEighty Snowboarding,Sports,E,N64,Nintendo,9.1,2.03,1998
Mario Hoops 3 on 3,Sports,E,DS,Nintendo,7.1,2.03,2006
Serious Sam 3: BFE,Shooter,M,PC,Devolver Digital,7,2.03,2011
Rayman Raving Rabbids: TV Party,Misc,E10,Wii,Ubisoft,7.1,2.03,2008
The Sims 3,Simulation,T,PS3,Electronic Arts,8.1,2.03,2010
Onimusha: Warlords,Action,M,PS2,Capcom,8.7,2.02,2001
Just Dance 3,Misc,E10,X360,Ubisoft,5.5,2.02,2011
Rocket League,Sports,E,PS4,505 Games,8.7,2.02,2016
NBA 2K18,Sports,E10,XOne,2K Sports,7.7,2.02,2017
Need for Speed: The Run,Racing,T,PS3,Electronic Arts,6.3,2.01,2011
Dead Space,Shooter,M,PS3,Electronic Arts,8.9,2,2008
Bloodborne,Role-Playing,M,PS4,Sony Computer Entertainment,8.2,2,2015
Detroit: Become Human,Adventure,M,PS4,Sony Interactive Entertainment,8,2,2018
Dragon Quest Monsters: Joker 2,Role-Playing,E10,DS,Nintendo,8.1,2,2011
Driveclub,Racing,E,PS4,Sony Computer Entertainment,7.2,2,2014
Your Shape: Fitness Evolved,Sports,E,X360,Ubisoft,7,2,2010
The Legend of Zelda: Ocarina of Time 3D,Adventure,E10,3DS,Nintendo,9.3,2,2011
TouchMaster,Puzzle,E10,DS,Midway Games,6.9,2,2007
Mortal Kombat vs DC Universe,Fighting,T,X360,Midway Games,7.6,1.99,2008
Tenchu: Stealth Assassins,Action,M,PS,Activision,8.8,1.99,1998
Harry Potter and the Chamber of Secrets,Adventure,E,GBA,Electronic Arts,7.2,1.99,2002
Just Cause 3,Action-Adventure,M,PS4,Square Enix,7.5,1.98,2015
